MJD,date,state,r_x,r_y,r_z,v_x,v_y,v_z,v_inf_x,v_inf_y,v_inf_z,dv_x,dv_y,dv_z
6.0854569757812045e+04,2025-06-28,Deep Space,-4.2387384242078441e-01,3.7683467602548135e+00,1.6681537480032260e-02,-1.2279024829554183e+01,1.3260411875468355e+01,1.9777289823352990e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0859519182671931e+04,2025-07-03,Deep Space,-4.5894519653606380e-01,3.8060035027239731e+00,1.6736973564646165e-02,-1.2258834608622474e+01,1.3087152460167623e+01,1.9012844586635727e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0864468607531810e+04,2025-07-07,Deep Space,-4.9395751923493747e-01,3.8431705257266833e+00,1.6790256022063459e-02,-1.2237734888295066e+01,1.2917751171059573e+01,1.8270325829293287e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0869418032391688e+04,2025-07-12,Deep Space,-5.2890831074292044e-01,3.8798586580913748e+00,1.6841446203487639e-02,-1.2215794788919574e+01,1.2752069382274200e+01,1.7548814226487672e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0874367457251567e+04,2025-07-17,Deep Space,-5.6379526147713310e-01,3.9160783418857612e+00,1.6890602904809020e-02,-1.2193078332597084e+01,1.2589975053711814e+01,1.6847440675328815e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0879316882111452e+04,2025-07-22,Deep Space,-5.9861623807931652e-01,3.9518396506969262e+00,1.6937782505340969e-02,-1.2169644860788994e+01,1.2431342353559835e+01,1.6165382963837221e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0884266306971331e+04,2025-07-27,Deep Space,-6.3336927058683790e-01,3.9871523068677628e+00,1.6983039097406422e-02,-1.2145549413629125e+01,1.2276051305302140e+01,1.5501862696444473e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0889215731831209e+04,2025-08-01,Deep Space,-6.6805254063794606e-01,4.0220256977573525e+00,1.7026424607475773e-02,-1.2120843074834317e+01,1.2123987457530641e+01,1.4856142453815498e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0894165156691088e+04,2025-08-06,Deep Space,-7.0266437061795362e-01,4.0564688910882003e+00,1.7067988909496793e-02,-1.2095573285673007e+01,1.1975041574981327e+01,1.4227523166885274e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0899114581550974e+04,2025-08-11,Deep Space,-7.3720321366240804e-01,4.0904906494388520e+00,1.7107779931002359e-02,-1.2069784131070170e+01,1.1829109349324458e+01,1.3615341686897179e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0904064006410852e+04,2025-08-16,Deep Space,-7.7166764444156888e-01,4.1240994439363954e+00,1.7145843752532430e-02,-1.2043516600591344e+01,1.1686091128339902e+01,1.3018968534930890e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0909013431270731e+04,2025-08-21,Deep Space,-8.0605635065795567e-01,4.1573034671995330e+00,1.7182224700861379e-02,-1.2016808826752197e+01,1.1545891662204820e+01,1.2437805815941391e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0913962856130609e+04,2025-08-26,Deep Space,-8.4036812519534987e-01,4.1901106455794759e+00,1.7216965436481456e-02,-1.1989696302838979e+01,1.1408419865710551e+01,1.1871285283706488e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0918912280990495e+04,2025-08-31,Deep Space,-8.7460185886350161e-01,4.2225286507425475e+00,1.7250107035755538e-02,-1.1962212082193989e+01,1.1273588595310398e+01,1.1318866544324119e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0923861705850373e+04,2025-09-05,Deep Space,-9.0875653368811093e-01,4.2545649106354624e+00,1.7281689068119124e-02,-1.1934386960715607e+01,1.1141314439978389e+01,1.0780035387017845e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0928811130710252e+04,2025-09-10,Deep Space,-9.4283121670039960e-01,4.2862266198713668e+00,1.7311749668680487e-02,-1.1906249644141242e+01,1.1011517524932884e+01,1.0254302232019615e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0933760555570130e+04,2025-09-15,Deep Space,-9.7682505418480869e-01,4.3175207495721626e+00,1.7340325606540252e-02,-1.1877826901520635e+01,1.0884121327347049e+01,9.7412006862079466e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0938709980430016e+04,2025-09-20,Deep Space,-1.0107372663471774e+00,4.3484540567001559e+00,1.7367452349125879e-02,-1.1849143706143845e+01,1.0759052503231937e+01,9.2402861980053416e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0943659405289894e+04,2025-09-25,Deep Space,-1.0445671423692271e+00,4.3790330929099568e+00,1.7393164122813866e-02,-1.1820223365061389e+01,1.0636240724736664e+01,8.7511348037789365e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0948608830149773e+04,2025-09-30,Deep Space,-1.0783140358181875e+00,4.4092642129492958e+00,1.7417493970090590e-02,-1.1791087638220370e+01,1.0515618527165149e+01,8.2733419586652097e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0953558255009651e+04,2025-10-05,Deep Space,-1.1119773603832730e+00,4.4391535826356758e+00,1.7440473803484020e-02,-1.1761756848139798e+01,1.0397121165059149e+01,7.8065214453450884e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0958507679869537e+04,2025-10-10,Deep Space,-1.1455565859131100e+00,4.4687071864338410e+00,1.7462134456480424e-02,-1.1732249980957874e+01,1.0280686476744769e+01,7.3503043548512458e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0963457104729416e+04,2025-10-14,Deep Space,-1.1790512347306414e+00,4.4979308346575078e+00,1.7482505731624062e-02,-1.1702584779603557e+01,1.0166254756782374e+01,6.9043381339867647e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0968406529589294e+04,2025-10-19,Deep Space,-1.2124608782038580e+00,4.5268301703171101e+00,1.7501616445983192e-02,-1.1672777829772649e+01,1.0053768635800891e+01,6.4682856943922597e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0973355954449173e+04,2025-10-24,Deep Space,-1.2457851335528218e+00,4.5554106756340786e+00,1.7519494474151930e-02,-1.1642844639324068e+01,9.9431729672336076e+00,6.0418245787066385e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0978305379309058e+04,2025-10-29,Deep Space,-1.2790236608748495e+00,4.5836776782406350e+00,1.7536166788945151e-02,-1.1612799711653990e+01,9.8344147205080770e+00,5.6246461796470486e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0983254804168937e+04,2025-11-03,Deep Space,-1.3121761603714832e+00,4.6116363570830163e+00,1.7551659499932145e-02,-1.1582656613553695e+01,9.7274428802735908e+00,5.2164550081698425e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0988204229028815e+04,2025-11-08,Deep Space,-1.3452423697620874e+00,4.6392917480447915e+00,1.7565997889944167e-02,-1.1552428038010198e+01,9.6222083512797099e+00,4.8169680071884413e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0993153653888694e+04,2025-11-13,Deep Space,-1.3782220618702343e+00,4.6666487493059234e+00,1.7579206449681486e-02,-1.1522125862366806e+01,9.5186638685462714e+00,4.4259139076051465e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.0998103078748580e+04,2025-11-18,Deep Space,-1.4111150423701639e+00,4.6937121264521959e+00,1.7591308910536504e-02,-1.1491761202222779e+01,9.4167639124905875e+00,4.0430326236732175e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1003052503608458e+04,2025-11-23,Deep Space,-1.4439211476816558e+00,4.7204865173487640e+00,1.7602328275741423e-02,-1.1461344461417443e+01,9.3164646287006772e+00,3.6680746849395043e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1008001928468337e+04,2025-11-28,Deep Space,-1.4766402430025571e+00,4.7469764367906482e+00,1.7612286849941303e-02,-1.1430885378413137e+01,9.2177237520651758e+00,3.3008007022350236e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1012951353328215e+04,2025-12-03,Deep Space,-1.5092722204690867e+00,4.7731862809422552e+00,1.7621206267286582e-02,-1.1400393069363735e+01,9.1205005349902386e+00,2.9409808653753262e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1017900778188101e+04,2025-12-08,Deep Space,-1.5418169974348519e+00,4.7991203315772681e+00,1.7629107518132386e-02,-1.1369876068130395e+01,9.0247556794524080e+00,2.5883944704137825e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1022850203047979e+04,2025-12-13,Deep Space,-1.5742745148601471e+00,4.8247827601294730e+00,1.7636010974426384e-02,-1.1339342363483436e+01,8.9304512726534728e+00,2.2428294744546969e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1027799627907858e+04,2025-12-18,Deep Space,-1.6066447358038525e+00,4.8501776315645717e+00,1.7641936413861265e-02,-1.1308799433708783e+01,8.8375507260591704e+00,1.9040820761842346e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1032749052767744e+04,2025-12-23,Deep Space,-1.6389276440107901e+00,4.8753089080823049e+00,1.7646903042862760e-02,-1.1278254278818697e+01,8.7460187176181847e+00,1.5719563204146048e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1037698477627622e+04,2025-12-28,Deep Space,-1.6711232425879419e+00,4.9001804526577448e+00,1.7650929518479793e-02,-1.1247713450549728e+01,8.6558211369717259e+00,1.2462637250646293e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1042647902487501e+04,2026-01-02,5 Arrival,-1.7032315527634465e+00,4.9247960324300104e+00,1.7654033969238630e-02,-1.1217183080315353e+01,8.5669250334764566e+00,9.2682292911622005e-04,1.2925393088059429e+00,1.2225259584172800e+01,-2.9396325068309165e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1042647902487501e+04,2026-01-02,5 Leave,-1.7032315527634465e+00,4.9247960324300104e+00,1.7654033969238630e-02,-5.8711694836481854e-01,-6.7858140556367252e-01,-1.3707619368835233e-01,1.1922605440756477e+01,2.9797531451326704e+00,-4.3196626730056020e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1050117055026167e+04,2026-01-09,Deep Space,-1.7056648156977650e+00,4.9215814442959758e+00,1.7061696472809789e-02,-5.4099273894611011e-01,-8.1180818219059425e-01,-1.3754591447745626e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1057586207564833e+04,2026-01-17,Deep Space,-1.7078988296994533e+00,4.9177919370207297e+00,1.6467365914942210e-02,-4.9473757791177325e-01,-9.4513561300493643e-01,-1.3800024448005138e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1065055360103499e+04,2026-01-24,Deep Space,-1.7099330059324547e+00,4.9134270092745718e+00,1.5871108565904384e-02,-4.4834034287785429e-01,-1.0785948469980418e+00,-1.3843923808446867e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1072524512642158e+04,2026-02-01,Deep Space,-1.7117667072556579e+00,4.9084860249851232e+00,1.5272990492221895e-02,-4.0178975809552930e-01,-1.2122172125235273e+00,-1.3886293535810482e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1079993665180824e+04,2026-02-08,Deep Space,-1.7133992475283635e+00,4.9029682124755736e+00,1.4673077618550207e-02,-3.5507437910027195e-01,-1.3460342582079821e+00,-1.3927136199714973e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1087462817719490e+04,2026-02-15,Deep Space,-1.7148298908485093e+00,4.8968726634249906e+00,1.4071435789843607e-02,-3.0818257687679462e-01,-1.4800777945656076e+00,-1.3966452923939093e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1094931970258156e+04,2026-02-23,Deep Space,-1.7160578507214446e+00,4.8901983316473414e+00,1.3468130833980834e-02,-2.6110252148595942e-01,-1.6143799364513562e+00,-1.4004243373938441e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1102401122796822e+04,2026-03-02,Deep Space,-1.7170822891568145e+00,4.8829440316853123e+00,1.2863228625011392e-02,-2.1382216509686527e-01,-1.7489731464920233e+00,-1.4040505740509102e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1109870275335488e+04,2026-03-10,Deep Space,-1.7179023156908515e+00,4.8751084372143874e+00,1.2256795147190646e-02,-1.6632922436396178e-01,-1.8838902796405665e+00,-1.4075236719487413e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1117339427874154e+04,2026-03-17,Deep Space,-1.7185169863310599e+00,4.8666900792530949e+00,1.1648896560052923e-02,-1.1861116209125008e-01,-2.0191646289886935e+00,-1.4108431487350309e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1124808580412820e+04,2026-03-25,Deep Space,-1.7189253024203905e+00,4.8576873441686459e+00,1.1039599264347525e-02,-7.0655168087662021e-02,-2.1548299730762097e+00,-1.4140083672581663e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1132277732951479e+04,2026-04-01,Deep Space,-1.7191262094165756e+00,4.8480984714815234e+00,1.0428969969761684e-02,-2.2448139198755844e-02,-2.2909206247012990e+00,-1.4170185322586354e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1139746885490145e+04,2026-04-09,Deep Space,-1.7191185955836858e+00,4.8379215514502665e+00,9.8170757637828770e-03,2.6023341629246230e-02,-2.4274714815972844e+00,-1.4198726865995462e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1147216038028811e+04,2026-04-16,Deep Space,-1.7189012905910561e+00,4.8271545224358681e+00,9.2039841824593047e-03,7.4773027293183150e-02,-2.5645180790415405e+00,-1.4225697070101259e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1154685190567478e+04,2026-04-24,Deep Space,-1.7184730640152086e+00,4.8157951680341853e+00,8.5897632830762866e-03,1.2381502958988430e-01,-2.7020966446419492e+00,-1.4251082993172848e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1162154343106144e+04,2026-05-01,Deep Space,-1.7178326237397510e+00,4.8038411139669517e+00,7.9744817190052549e-03,1.7316384348094155e-01,-2.8402441555094975e+00,-1.4274869931358641e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1169623495644810e+04,2026-05-09,Deep Space,-1.7169786142478025e+00,4.7912898247205948e+00,7.3582088169658871e-03,2.2283437267011258e-01,-2.9789983980477190e+00,-1.4297041359848839e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1177092648183476e+04,2026-05-16,Deep Space,-1.7159096148010549e+00,4.7781385999210535e+00,6.7410146569566159e-03,2.7284195660679461e-01,-3.1183980306068686e+00,-1.4317578867932784e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1184561800722135e+04,2026-05-24,Deep Space,-1.7146241374990492e+00,4.7643845704316554e+00,6.1229701551255532e-03,3.2320239903857773e-01,-3.2584826492698800e+00,-1.4336462087544719e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1192030953260801e+04,2026-05-31,Deep Space,-1.7131206252117035e+00,4.7500246941599498e+00,5.5041471498723359e-03,3.7393199824653939e-01,-3.3992928570584948e+00,-1.4353668614845558e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1199500105799467e+04,2026-06-08,Deep Space,-1.7113974493775244e+00,4.7350557515580496e+00,4.8846184914918579e-03,4.2504757910873009e-01,-3.5408703368716674e+00,-1.4369173924338063e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1206969258338133e+04,2026-06-15,Deep Space,-1.7094529076592739e+00,4.7194743407996942e+00,4.2644581356939288e-03,4.7656652715039322e-01,-3.6832579284947302e+00,-1.4382951274957020e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1214438410876799e+04,2026-06-22,Deep Space,-1.7072852214481629e+00,4.7032768726156631e+00,3.6437412413580714e-03,5.2850682475403454e-01,-3.8264997100472087e+00,-1.4394971607514787e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1221907563415465e+04,2026-06-30,Deep Space,-1.7048925332068383e+00,4.6864595647675626e+00,3.0225442729110673e-03,5.8088708971862035e-01,-3.9706410842698143e+00,-1.4405203432813971e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1229376715954131e+04,2026-07-07,Deep Space,-1.7022729036406048e+00,4.6690184361381588e+00,2.4009451077459110e-03,6.3372661637524275e-01,-4.1157288700876400e+00,-1.4413612709663376e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1236845868492790e+04,2026-07-15,Deep Space,-1.6994243086853604e+00,4.6509493004145135e+00,1.7790231491358281e-03,6.8704541948663733e-01,-4.2618113999270770e+00,-1.4420162711948681e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1244315021031456e+04,2026-07-22,Deep Space,-1.6963446362997063e+00,4.6322477593379503e+00,1.1568594451354039e-03,7.4086428118038605e-01,-4.4089386233093659e+00,-1.4424813883814963e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1251784173570122e+04,2026-07-30,Deep Space,-1.6930316830475693e+00,4.6129091954926009e+00,5.3453681400390460e-04,7.9520480119066683e-01,-4.5571622172941941e+00,-1.4427523681912663e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1259253326108788e+04,2026-08-06,Deep Space,-1.6894831504564130e+00,4.5929287646016181e+00,-8.7860023266401327e-05,8.5008945071140807e-01,-4.7065357044033140e+00,-1.4428246403540226e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1266722478647454e+04,2026-08-14,Deep Space,-1.6856966411347523e+00,4.5723013872973093e+00,-7.1024430268113933e-04,9.0554163019510903e-01,-4.8571145787174563e+00,-1.4426932999383976e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1274191631186121e+04,2026-08-21,Deep Space,-1.6816696546311716e+00,4.5510217403283466e+00,-1.3325270685386227e-03,9.6158573146675697e-01,-5.0089564409106737e+00,-1.4423530869406195e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1281660783724787e+04,2026-08-29,Deep Space,-1.6773995830153581e+00,4.5290842471636710e+00,-1.9546170155275329e-03,1.0182472045618245e+00,-5.1621211430658924e+00,-1.4417983640264168e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1289129936263453e+04,2026-09-05,Deep Space,-1.6728837061598163e+00,4.5064830679489418e+00,-2.5764203207924025e-03,1.0755526297418108e+00,-5.3166709442047893e+00,-1.4410230922452724e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1296599088802112e+04,2026-09-13,Deep Space,-1.6681191866988563e+00,4.4832120887671154e+00,-3.1978404650494473e-03,1.1335297951909260e+00,-5.4726706775658123e+00,-1.4400208045147803e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1304068241340778e+04,2026-09-20,Deep Space,-1.6631030646391687e+00,4.4592649101500337e+00,-3.8187780417428402e-03,1.1922077809540974e+00,-5.6301879307775087e+00,-1.4387845766484528e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1311537393879444e+04,2026-09-28,Deep Space,-1.6578322515937320e+00,4.4346348347827087e+00,-4.4391305531279769e-03,1.2516170497404886e+00,-5.7892932402024622e+00,-1.4373069956726708e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1319006546418110e+04,2026-10-05,Deep Space,-1.6523035246079716e+00,4.4093148543361487e+00,-5.0587921920518565e-03,1.3117895452891917e+00,-5.9500603008718862e+00,-1.4355801251469105e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1326475698956776e+04,2026-10-12,Deep Space,-1.6465135195438871e+00,4.3832976353581410e+00,-5.6776536080697555e-03,1.3727587990760282e+00,-6.1125661935950237e+00,-1.4335954671654816e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1333944851495442e+04,2026-10-20,Deep Space,-1.6404587239843345e+00,4.3565755041441205e+00,-6.2956016563901068e-03,1.4345600462339374e+00,-6.2768916310137204e+00,-1.4313439206779113e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1341414004034108e+04,2026-10-27,Deep Space,-1.6341354696156345e+00,4.3291404305022425e+00,-6.9125191279728673e-03,1.4972303516660099e+00,-6.4431212245842842e+00,-1.4288157357181008e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6.1348883156572767e+04,2026-11-04,Deep Space,-1.6275399240422184e+00,4.3009840103176549e+00,-7.5282844589183925e-03,1.5608087474518832e+00,-6.6113437747100363e+00,-1.4260004630783932e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
